Date,diff
2017-12,2252
2017-12,-2946
2017-12,340
2017-12,-7803
2017-12,613
2018-01,-1070
2018-01,13319
2018-01,5481
2018-01,-22377
2018-01,3050
2018-01,-678
2018-01,1346
2018-01,10180
2018-01,9270
2018-01,3162
2018-01,5709
2018-01,-11709
2018-01,-4494
2018-01,-5364
2018-01,5243
2018-01,12641
2018-01,-11268
2018-01,8652
2018-01,2863
2018-01,-2018
2018-01,-599
2018-01,8956
2018-01,-8068
2018-01,7282
2018-01,-4931
2018-01,1926
2018-01,1275
2018-01,-14248
2018-01,16699
2018-01,-8803
2018-01,3280
2018-02,4285
2018-02,-9248
2018-02,-7928
2018-02,-4426
2018-02,15109
2018-02,5034
2018-02,-18813
2018-02,16274
2018-02,4
2018-02,-15244
2018-02,-7514
2018-02,26329
2018-02,51
2018-02,4402
2018-02,4602
2018-02,-15002
2018-02,-11270
2018-02,3616
2018-02,4140
2018-02,18801
2018-02,8632
2018-02,-26100
2018-02,-1377
2018-02,-83
2018-02,-9401
2018-02,26421
2018-02,5944
2018-02,2193
2018-03,-5145
2018-03,-38707
2018-03,21506
2018-03,-3099
2018-03,11512
2018-03,5914
2018-03,-34500
2018-03,20252
2018-03,6472
2018-03,-9469
2018-03,2153
2018-03,8743
2018-03,-13202
2018-03,12240
2018-03,4195
2018-03,-4651
2018-03,-7250
2018-03,-2513
2018-03,14120
2018-03,-3746
2018-03,-31777
2018-03,23553
2018-03,11219
2018-03,-4131
2018-03,-8834
2018-03,14733
2018-03,1059
2018-03,526
2018-03,-2592
2018-03,-4504
2018-03,6995
2018-04,-8631
2018-04,-11086
2018-04,3821
2018-04,10872
2018-04,3059
2018-04,-4190
2018-04,-2379
2018-04,-4835
2018-04,12099
2018-04,2542
2018-04,5561
2018-04,4556
2018-04,10335
2018-04,-908
2018-04,-42155
2018-04,5848
2018-04,18401
2018-04,6421
2018-04,-12812
2018-04,8751
2018-04,16545
2018-04,-9312
2018-04,3482
2018-04,759
2018-04,-27310
2018-04,34861
2018-04,-26921
2018-04,17582
2018-04,-11910
2018-04,-3751
2018-05,30961
2018-05,4738
2018-05,-7720
2018-05,2144
2018-05,-7872
2018-05,-14332
2018-05,19922
2018-05,5395
2018-05,4144
2018-05,-11000
2018-05,7808
2018-05,-40727
2018-05,-8550
2018-05,38742
2018-05,-11901
2018-05,-20060
2018-05,17022
2018-05,13324
2018-05,-45086
2018-05,38920
2018-05,14272
2018-05,-22710
2018-05,24145
2018-05,2155
2018-05,-5466
2018-05,-17750
2018-05,-25779
2018-05,23227
2018-05,20050
2018-05,3231
2018-05,-16523
2018-06,7092
2018-06,-2603
2018-06,-10246
2018-06,8869
2018-06,12996
2018-06,-2109
2018-06,681
2018-06,2218
2018-06,-7457
2018-06,-23600
2018-06,26421
2018-06,8195
2018-06,-11985
2018-06,11533
2018-06,-3386
2018-06,-9235
2018-06,-6964
2018-06,7333
2018-06,8617
2018-06,1920
2018-06,-4038
2018-06,1034
2018-06,-20056
2018-06,4747
2018-06,15972
2018-06,8896
2018-06,-12996
2018-06,-17216
2018-06,19425
2018-06,-15143
2018-07,-9448
2018-07,13368
2018-07,-3751
2018-07,-6514
2018-07,11103
2018-07,-9967
2018-07,11412
2018-07,-430
2018-07,9577
2018-07,2438
2018-07,510
2018-07,1846
2018-07,-2744
2018-07,-9557
2018-07,-10261
2018-07,14777
2018-07,-18577
2018-07,27211
2018-07,2298
2018-07,-3465
2018-07,-20888
2018-07,-9367
2018-07,8790
2018-07,16680
2018-07,-26766
2018-07,28077
2018-07,-21841
2018-07,12319
2018-07,1929
2018-07,6040
2018-07,6741
2018-08,-11786
2018-08,5244
2018-08,-7749
2018-08,-10762
2018-08,7179
2018-08,7307
2018-08,-1335
2018-08,6226
2018-08,1399
2018-08,-2359
2018-08,-33010
2018-08,23227
2018-08,-15561
2018-08,19460
2018-08,9391
2018-08,-2299
2018-08,-7509
2018-08,-6032
2018-08,-11410
2018-08,21715
2018-08,7625
2018-08,-2600
2018-08,1263
2018-08,-983
2018-08,-8211
2018-08,-3729
2018-08,6676
2018-08,-992
2018-08,-735
2018-08,1997
2018-08,-8978
2018-09,-4604
2018-09,6510
2018-09,-5761
2018-09,13588
2018-09,6326
2018-09,-4717
2018-09,4322
2018-09,-16302
2018-09,-38334
2018-09,3999
2018-09,42603
2018-09,-13311
2018-09,20813
2018-09,276
2018-09,-3145
2018-09,-1670
2018-09,1825
2018-09,-18263
2018-09,21295
2018-09,2431
2018-09,-1863
2018-09,-5807
2018-09,-13639
2018-09,16137
2018-09,-46201
2018-09,42577
2018-09,7363
2018-09,-18140
2018-09,12091
2018-09,-3097
2018-10,5163
2018-10,1726
2018-10,3656
2018-10,-6071
2018-10,4046
2018-10,-17145
2018-10,3154
2018-10,-2497
2018-10,15995
2018-10,3066
2018-10,-30455
2018-10,20824
2018-10,-12939
2018-10,-450
2018-10,4884
2018-10,7480
2018-10,1207
2018-10,-6200
2018-10,3067
2018-10,-8454
2018-10,-17089
2018-10,18727
2018-10,10167
2018-10,-3883
2018-10,-2566
2018-10,-1776
2018-10,-46737
2018-10,29378
2018-10,17526
2018-10,5517
2018-10,2902
2018-11,5813
2018-11,-10514
2018-11,-14619
2018-11,1586
2018-11,-17368
2018-11,6926
2018-11,27654
2018-11,-3484
2018-11,-27489
2018-11,857
2018-11,-1197
2018-11,14729
2018-11,-14384
2018-11,12664
2018-11,-24673
2018-11,9499
2018-11,3527
2018-11,-3584
2018-11,20150
2018-11,-2630
2018-11,-11493
2018-11,-31619
2018-11,7309
2018-11,3980
2018-11,14432
2018-11,-5330
2018-11,20790
2018-11,-1546
2018-11,3035
2018-11,-5467
2018-12,-8012
2018-12,-19571
2018-12,35556
2018-12,-4916
2018-12,-2279
2018-12,-236
2018-12,-2702
2018-12,-13932
2018-12,-2362
2018-12,15811
2018-12,3977
2018-12,382
2018-12,-6981
2018-12,4039
2018-12,-8352
2018-12,-26588
2018-12,35547
2018-12,-3679
2018-12,2393
2018-12,-10070
2018-12,-10030
2018-12,874
2018-12,-2640
2018-12,-3240
2018-12,-7813
2018-12,14181
2018-12,5811
2018-12,-19130
2018-12,16998
2018-12,-6501
2018-12,-3600
2019-01,3209
2019-01,16104
2019-01,3932
2019-01,2239
2019-01,-26784
2019-01,14128
2019-01,5164
2019-01,4800
2019-01,3154
2019-01,-5433
2019-01,-6253
2019-01,-7765
2019-01,-2411
2019-01,12388
2019-01,4130
2019-01,1316
2019-01,-1437
2019-01,-4939
2019-01,-10545
2019-01,-9493
2019-01,-4048
2019-01,18521
2019-01,13115
2019-01,-21700
2019-01,18970
2019-01,-12691
2019-01,3731
2019-01,5835
2019-01,-4818
2019-01,-5859
2019-01,-6614
2019-02,6407
2019-02,-3009
2019-02,9994
2019-02,14775
2019-02,7661
2019-02,-15094
2019-02,4224
2019-02,-6876
2019-02,-12923
2019-02,393
2019-02,14763
2019-02,-23153
2019-02,19479
2019-02,6790
2019-02,5211
2019-02,-16177
2019-02,-7060
2019-02,1889
2019-02,9050
2019-02,-14532
2019-02,19388
2019-02,2256
2019-02,-10382
2019-02,-7453
2019-02,10233
2019-02,3390
2019-02,-1098
2019-02,1756
2019-03,-8542
2019-03,-12241
2019-03,5239
2019-03,5184
2019-03,8679
2019-03,-3816
2019-03,2626
2019-03,4503
2019-03,-1487
2019-03,-20032
2019-03,33515
2019-03,-5198
2019-03,2907
2019-03,7343
